match_id,season,team1,team2,venue,winner,player_of_match,toss_winner,toss_decision
1426290,2024,Gujarat Titans,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Mohammed Siraj,Royal Challengers Bengaluru,field
1426291,2024,Chennai Super Kings,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,RA Jadeja,Punjab Kings,field
1426292,2024,Kolkata Knight Riders,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,SP Narine,Lucknow Super Giants,field
1426293,2024,Sunrisers Hyderabad,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,SA Yadav,Mumbai Indians,field
1426294,2024,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Kuldeep Yadav,Rajasthan Royals,field
1426295,2024,Lucknow Super Giants,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,TM Head,Lucknow Super Giants,bat
1426296,2024,Royal Challengers Bengaluru,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,V Kohli,Punjab Kings,field
1426297,2024,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Shubman Gill,Chennai Super Kings,field
1426298,2024,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,CV Varun,Mumbai Indians,field
1426299,2024,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Simarjeet Singh,Rajasthan Royals,bat
1426300,2024,Royal Challengers Bengaluru,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,C Green,Delhi Capitals,field
1426302,2024,Delhi Capitals,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",Delhi Capitals,I Sharma,Lucknow Super Giants,field
1426303,2024,Rajasthan Royals,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",Punjab Kings,SM Curran,Rajasthan Royals,bat
1426305,2024,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",Lucknow Super Giants,N Pooran,Mumbai Indians,field
1426306,2024,Royal Challengers Bengaluru,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,F du Plessis,Chennai Super Kings,field
1426307,2024,Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Abhishek Sharma,Punjab Kings,bat
1426309,2024,Sunrisers Hyderabad,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,MA Starc,Sunrisers Hyderabad,bat
1426310,2024,Royal Challengers Bengaluru,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,R Ashwin,Rajasthan Royals,field
1426311,2024,Sunrisers Hyderabad,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,Shahbaz Ahmed,Rajasthan Royals,field
1426312,2024,Sunrisers Hyderabad,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,MA Starc,Sunrisers Hyderabad,bat
1473438,2025,Kolkata Knight Riders,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,KH Pandya,Royal Challengers Bengaluru,field
1473439,2025,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Ishan Kishan,Rajasthan Royals,field
1473440,2025,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Noor Ahmad,Chennai Super Kings,field
1473441,2025,Lucknow Super Giants,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Delhi Capitals,Ashutosh Sharma,Delhi Capitals,field
1473442,2025,Punjab Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,SS Iyer,Gujarat Titans,field
1473443,2025,Rajasthan Royals,Kolkata Knight Riders,"Barsapara Cricket Stadium, Guwahati",Kolkata Knight Riders,Q de Kock,Kolkata Knight Riders,field
1473444,2025,Sunrisers Hyderabad,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,SN Thakur,Lucknow Super Giants,field
1473445,2025,Royal Challengers Bengaluru,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bengaluru,RM Patidar,Chennai Super Kings,field
1473446,2025,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,M Prasidh Krishna,Mumbai Indians,field
1473447,2025,Sunrisers Hyderabad,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Delhi Capitals,MA Starc,Sunrisers Hyderabad,bat
1473448,2025,Rajasthan Royals,Chennai Super Kings,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,N Rana,Chennai Super Kings,field
1473449,2025,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,Ashwani Kumar,Mumbai Indians,field
1473450,2025,Lucknow Super Giants,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,P Simran Singh,Punjab Kings,field
1473451,2025,Royal Challengers Bengaluru,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Mohammed Siraj,Gujarat Titans,field
1473452,2025,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata Knight Riders,VG Arora,Sunrisers Hyderabad,field
1473453,2025,Lucknow Super Giants,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,DS Rathi,Mumbai Indians,field
1473454,2025,Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Delhi Capitals,KL Rahul,Delhi Capitals,bat
1473455,2025,Rajasthan Royals,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Rajasthan Royals,JC Archer,Punjab Kings,field
1473456,2025,Lucknow Super Giants,Kolkata Knight Riders,"Eden Gardens, Kolkata",Lucknow Super Giants,N Pooran,Kolkata Knight Riders,field
1473457,2025,Sunrisers Hyderabad,Gujarat Titans,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Gujarat Titans,Mohammed Siraj,Gujarat Titans,field
1473458,2025,Royal Challengers Bengaluru,Mumbai Indians,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,RM Patidar,Mumbai Indians,field
1473459,2025,Punjab Kings,Chennai Super Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Priyansh Arya,Punjab Kings,bat
1473460,2025,Gujarat Titans,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,B Sai Sudharsan,Rajasthan Royals,field
1473461,2025,Royal Challengers Bengaluru,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Delhi Capitals,KL Rahul,Delhi Capitals,field
1473462,2025,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,SP Narine,Kolkata Knight Riders,field
1473463,2025,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,AK Markram,Lucknow Super Giants,field
1473464,2025,Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Abhishek Sharma,Punjab Kings,bat
1473465,2025,Rajasthan Royals,Royal Challengers Bengaluru,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bengaluru,PD Salt,Royal Challengers Bengaluru,field
1473466,2025,Mumbai Indians,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Mumbai Indians,KV Sharma,Delhi Capitals,field
1473467,2025,Lucknow Super Giants,Chennai Super Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Chennai Super Kings,MS Dhoni,Chennai Super Kings,field
1473468,2025,Punjab Kings,Kolkata Knight Riders,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,YS Chahal,Punjab Kings,bat
1473469,2025,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",,MA Starc,Rajasthan Royals,field
1473470,2025,Sunrisers Hyderabad,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,WG Jacks,Mumbai Indians,field
1473471,2025,Royal Challengers Bengaluru,Punjab Kings,"M Chinnaswamy Stadium, Bengaluru",Punjab Kings,TH David,Punjab Kings,field
1473472,2025,Delhi Capitals,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,JC Buttler,Gujarat Titans,field
1473473,2025,Lucknow Super Giants,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Lucknow Super Giants,Avesh Khan,Lucknow Super Giants,bat
1473474,2025,Punjab Kings,Royal Challengers Bengaluru,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Royal Challengers Bengaluru,V Kohli,Royal Challengers Bengaluru,field
1473475,2025,Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,RG Sharma,Mumbai Indians,field
1473476,2025,Gujarat Titans,Kolkata Knight Riders,"Eden Gardens, Kolkata",Gujarat Titans,Shubman Gill,Kolkata Knight Riders,field
1473477,2025,Lucknow Super Giants,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Delhi Capitals,Mukesh Kumar,Delhi Capitals,field
1473478,2025,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Mumbai Indians,TA Boult,Mumbai Indians,field
1473479,2025,Royal Challengers Bengaluru,Rajasthan Royals,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,JR Hazlewood,Rajasthan Royals,field
1473480,2025,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,HV Patel,Sunrisers Hyderabad,field
1473481,2025,Punjab Kings,Kolkata Knight Riders,"Eden Gardens, Kolkata",,,Punjab Kings,bat
1473482,2025,Mumbai Indians,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Mumbai Indians,WG Jacks,Lucknow Super Giants,field
1473483,2025,Delhi Capitals,Royal Challengers Bengaluru,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,KH Pandya,Royal Challengers Bengaluru,field
1473484,2025,Gujarat Titans,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,V Suryavanshi,Rajasthan Royals,field
1473485,2025,Kolkata Knight Riders,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,SP Narine,Delhi Capitals,field
1473486,2025,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,SS Iyer,Punjab Kings,field
1473487,2025,Mumbai Indians,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,RD Rickelton,Rajasthan Royals,field
1473488,2025,Gujarat Titans,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,M Prasidh Krishna,Sunrisers Hyderabad,field
1473489,2025,Royal Challengers Bengaluru,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,R Shepherd,Chennai Super Kings,field
1473490,2025,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Kolkata Knight Riders,AD Russell,Kolkata Knight Riders,bat
1473491,2025,Punjab Kings,Lucknow Super Giants,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,P Simran Singh,Lucknow Super Giants,field
1473492,2025,Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",,,Sunrisers Hyderabad,field
1473493,2025,Mumbai Indians,Gujarat Titans,"Wankhede Stadium, Mumbai",Gujarat Titans,Shubman Gill,Gujarat Titans,field
1473494,2025,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Chennai Super Kings,Noor Ahmad,Kolkata Knight Riders,bat
1473495,2025,Punjab Kings,Delhi Capitals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,Punjab Kings,bat
1473497,2025,Punjab Kings,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,Harpreet Brar,Punjab Kings,bat
1473498,2025,Delhi Capitals,Gujarat Titans,"Arun Jaitley Stadium, Delhi",Gujarat Titans,B Sai Sudharsan,Gujarat Titans,field
1473499,2025,Lucknow Super Giants,Sunrisers Hyderabad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Abhishek Sharma,Sunrisers Hyderabad,field
1473500,2025,Chennai Super Kings,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,Akash Madhwal,Rajasthan Royals,field
1473501,2025,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai Indians,SA Yadav,Delhi Capitals,field
1473502,2025,Lucknow Super Giants,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Lucknow Super Giants,MR Marsh,Gujarat Titans,field
1473503,2025,Sunrisers Hyderabad,Royal Challengers Bengaluru,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Ishan Kishan,Royal Challengers Bengaluru,field
1473504,2025,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,D Brevis,Chennai Super Kings,bat
1473505,2025,Sunrisers Hyderabad,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,H Klaasen,Sunrisers Hyderabad,bat
1473506,2025,Mumbai Indians,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,JP Inglis,Punjab Kings,field
1473507,2025,Lucknow Super Giants,Royal Challengers Bengaluru,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,JM Sharma,Royal Challengers Bengaluru,field
1473508,2025,Punjab Kings,Royal Challengers Bengaluru,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Royal Challengers Bengaluru,Suyash Sharma,Royal Challengers Bengaluru,field
1473509,2025,Mumbai Indians,Gujarat Titans,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",Mumbai Indians,RG Sharma,Mumbai Indians,bat
1473510,2025,Mumbai Indians,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,SS Iyer,Punjab Kings,field
1473511,2025,Royal Challengers Bengaluru,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,KH Pandya,Punjab Kings,field
1485779,2025,Punjab Kings,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,Sameer Rizvi,Delhi Capitals,field
335982,2008,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,Kolkata Knight Riders,BB McCullum,Royal Challengers Bangalore,field
335983,2008,Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,MEK Hussey,Chennai Super Kings,bat
335984,2008,Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,Delhi Daredevils,MF Maharoof,Rajasthan Royals,bat
335985,2008,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,Royal Challengers Bangalore,MV Boucher,Mumbai Indians,bat
335986,2008,Kolkata Knight Riders,Deccan Chargers,Eden Gardens,Kolkata Knight Riders,DJ Hussey,Deccan Chargers,bat
335987,2008,Rajasthan Royals,Kings XI Punjab,Sawai Mansingh Stadium,Rajasthan Royals,SR Watson,Kings XI Punjab,bat
335988,2008,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,V Sehwag,Deccan Chargers,bat
335989,2008,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,ML Hayden,Mumbai Indians,field
335990,2008,Deccan Chargers,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,YK Pathan,Rajasthan Royals,field
335991,2008,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,KC Sangakkara,Mumbai Indians,field
335992,2008,Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadium,Rajasthan Royals,SR Watson,Rajasthan Royals,field
335993,2008,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,JDP Oram,Kolkata Knight Riders,bat
335994,2008,Mumbai Indians,Deccan Chargers,Dr DY Patil Sports Academy,Deccan Chargers,AC Gilchrist,Deccan Chargers,field
335995,2008,Kings XI Punjab,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,SM Katich,Delhi Daredevils,bat
335996,2008,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,Chennai Super Kings,MS Dhoni,Chennai Super Kings,bat
335997,2008,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Mumbai Indians,ST Jayasuriya,Kolkata Knight Riders,bat
335998,2008,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,Delhi Daredevils,GD McGrath,Royal Challengers Bangalore,field
335999,2008,Deccan Chargers,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,SE Marsh,Kings XI Punjab,field
336000,2008,Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,Rajasthan Royals,SA Asnodkar,Rajasthan Royals,bat
336001,2008,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,V Sehwag,Chennai Super Kings,bat
336002,2008,Deccan Chargers,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,R Vinay Kumar,Deccan Chargers,bat
336003,2008,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,IK Pathan,Kings XI Punjab,bat
336004,2008,Mumbai Indians,Delhi Daredevils,Dr DY Patil Sports Academy,Mumbai Indians,SM Pollock,Delhi Daredevils,field
336005,2008,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,Rajasthan Royals,Sohail Tanvir,Chennai Super Kings,bat
336006,2008,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,Kings XI Punjab,S Sreesanth,Kings XI Punjab,field
336007,2008,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",Deccan Chargers,AC Gilchrist,Deccan Chargers,field
336008,2008,Mumbai Indians,Rajasthan Royals,Dr DY Patil Sports Academy,Mumbai Indians,A Nehra,Mumbai Indians,field
336009,2008,Delhi Daredevils,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,MS Dhoni,Chennai Super Kings,field
336010,2008,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,Kolkata Knight Riders,SC Ganguly,Kolkata Knight Riders,bat
336011,2008,Rajasthan Royals,Deccan Chargers,Sawai Mansingh Stadium,Rajasthan Royals,YK Pathan,Rajasthan Royals,field
336012,2008,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,Mumbai Indians,CRD Fernando,Mumbai Indians,field
336013,2008,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,L Balaji,Kings XI Punjab,field
336014,2008,Deccan Chargers,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,SC Ganguly,Kolkata Knight Riders,bat
336015,2008,Rajasthan Royals,Delhi Daredevils,Sawai Mansingh Stadium,Rajasthan Royals,SR Watson,Rajasthan Royals,field
336016,2008,Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,SE Marsh,Royal Challengers Bangalore,bat
336017,2008,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,Kolkata Knight Riders,Shoaib Akhtar,Kolkata Knight Riders,bat
336018,2008,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,Mumbai Indians,ST Jayasuriya,Mumbai Indians,field
336019,2008,Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,SE Marsh,Rajasthan Royals,field
336020,2008,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,Delhi Daredevils,A Mishra,Deccan Chargers,field
336021,2008,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,Mumbai Indians,SM Pollock,Mumbai Indians,field
336022,2008,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,Kings XI Punjab,DPMD Jayawardene,Delhi Daredevils,bat
336023,2008,Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,Rajasthan Royals,GC Smith,Royal Challengers Bangalore,field
336024,2008,Deccan Chargers,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,DJ Bravo,Deccan Chargers,field
336025,2008,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Chennai Super Kings,M Ntini,Kolkata Knight Riders,bat
336026,2008,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,Delhi Daredevils,SP Goswami,Delhi Daredevils,field
336027,2008,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,YK Pathan,Rajasthan Royals,field
336028,2008,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,Kings XI Punjab,SE Marsh,Mumbai Indians,field
336029,2008,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,A Kumble,Royal Challengers Bangalore,bat
336031,2008,Kings XI Punjab,Deccan Chargers,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,SE Marsh,Kings XI Punjab,field
336032,2008,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,KD Karthik,Delhi Daredevils,field
336033,2008,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,JA Morkel,Rajasthan Royals,bat
336034,2008,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,Royal Challengers Bangalore,P Kumar,Deccan Chargers,field
336035,2008,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,Kolkata Knight Riders,Umar Gul,Kings XI Punjab,bat
336036,2008,Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,Rajasthan Royals,Sohail Tanvir,Rajasthan Royals,field
336037,2008,Deccan Chargers,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",Chennai Super Kings,SK Raina,Deccan Chargers,bat
336038,2008,Delhi Daredevils,Rajasthan Royals,Wankhede Stadium,Rajasthan Royals,SR Watson,Delhi Daredevils,field
336039,2008,Chennai Super Kings,Kings XI Punjab,Wankhede Stadium,Chennai Super Kings,M Ntini,Kings XI Punjab,bat
336040,2008,Chennai Super Kings,Rajasthan Royals,Dr DY Patil Sports Academy,Rajasthan Royals,YK Pathan,Rajasthan Royals,field
392181,2009,Chennai Super Kings,Mumbai Indians,Newlands,Mumbai Indians,SR Tendulkar,Chennai Super Kings,field
392182,2009,Royal Challengers Bangalore,Rajasthan Royals,Newlands,Royal Challengers Bangalore,R Dravid,Royal Challengers Bangalore,bat
392183,2009,Delhi Daredevils,Kings XI Punjab,Newlands,Delhi Daredevils,DL Vettori,Delhi Daredevils,field
392184,2009,Deccan Chargers,Kolkata Knight Riders,Newlands,Deccan Chargers,RP Singh,Kolkata Knight Riders,bat
392185,2009,Royal Challengers Bangalore,Chennai Super Kings,St George's Park,Chennai Super Kings,M Muralitharan,Chennai Super Kings,bat
392186,2009,Kings XI Punjab,Kolkata Knight Riders,Kingsmead,Kolkata Knight Riders,CH Gayle,Kolkata Knight Riders,field
392188,2009,Royal Challengers Bangalore,Deccan Chargers,Newlands,Deccan Chargers,AC Gilchrist,Deccan Chargers,bat
392189,2009,Chennai Super Kings,Delhi Daredevils,Kingsmead,Delhi Daredevils,AB de Villiers,Delhi Daredevils,bat
392190,2009,Kolkata Knight Riders,Rajasthan Royals,Newlands,,YK Pathan,Kolkata Knight Riders,field
392191,2009,Royal Challengers Bangalore,Kings XI Punjab,Kingsmead,Kings XI Punjab,RS Bopara,Royal Challengers Bangalore,bat
392192,2009,Deccan Chargers,Mumbai Indians,Kingsmead,Deccan Chargers,PP Ojha,Deccan Chargers,bat
392194,2009,Royal Challengers Bangalore,Delhi Daredevils,St George's Park,Delhi Daredevils,TM Dilshan,Royal Challengers Bangalore,bat
392195,2009,Kings XI Punjab,Rajasthan Royals,Newlands,Kings XI Punjab,KC Sangakkara,Kings XI Punjab,bat
392196,2009,Chennai Super Kings,Deccan Chargers,Kingsmead,Deccan Chargers,HH Gibbs,Deccan Chargers,field
392197,2009,Kolkata Knight Riders,Mumbai Indians,St George's Park,Mumbai Indians,SR Tendulkar,Mumbai Indians,bat
392198,2009,Delhi Daredevils,Rajasthan Royals,SuperSport Park,Rajasthan Royals,YK Pathan,Delhi Daredevils,bat
392199,2009,Royal Challengers Bangalore,Kolkata Knight Riders,Kingsmead,Royal Challengers Bangalore,MV Boucher,Kolkata Knight Riders,bat
392200,2009,Kings XI Punjab,Mumbai Indians,Kingsmead,Kings XI Punjab,KC Sangakkara,Kings XI Punjab,bat
392201,2009,Deccan Chargers,Delhi Daredevils,SuperSport Park,Delhi Daredevils,DP Nannes,Delhi Daredevils,field
392202,2009,Chennai Super Kings,Rajasthan Royals,SuperSport Park,Chennai Super Kings,SK Raina,Rajasthan Royals,field
392203,2009,Kolkata Knight Riders,Mumbai Indians,Buffalo Park,Mumbai Indians,JP Duminy,Mumbai Indians,bat
392204,2009,Royal Challengers Bangalore,Kings XI Punjab,Kingsmead,Royal Challengers Bangalore,Yuvraj Singh,Royal Challengers Bangalore,bat
392205,2009,Deccan Chargers,Rajasthan Royals,St George's Park,Rajasthan Royals,YK Pathan,Deccan Chargers,bat
392206,2009,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,Chennai Super Kings,SB Jakati,Delhi Daredevils,field
392207,2009,Kings XI Punjab,Kolkata Knight Riders,St George's Park,Kings XI Punjab,DPMD Jayawardene,Kolkata Knight Riders,bat
392208,2009,Royal Challengers Bangalore,Mumbai Indians,New Wanderers Stadium,Royal Challengers Bangalore,JH Kallis,Mumbai Indians,bat
392209,2009,Chennai Super Kings,Deccan Chargers,Buffalo Park,Chennai Super Kings,MS Dhoni,Chennai Super Kings,bat
392210,2009,Kings XI Punjab,Rajasthan Royals,Kingsmead,Rajasthan Royals,GC Smith,Kings XI Punjab,field
392211,2009,Delhi Daredevils,Kolkata Knight Riders,Kingsmead,Delhi Daredevils,G Gambhir,Kolkata Knight Riders,bat
392212,2009,Deccan Chargers,Mumbai Indians,SuperSport Park,Deccan Chargers,RG Sharma,Deccan Chargers,bat
